WKT,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate,﻿站點名稱,緯度,經度,圖片,站點位置
"POINT (121.5107 25.02442)",5.00113005E8,YouBike2.0_古亭國中,20.0,12.0,萬華區,2023-04-17 06:40:20,25.02442,121.5107,中華路二段465號對側,Wanhua Dist,YouBike2.0_Guting Junior High School,No. 465， Sec. 2， Zhonghua Rd. (Opposite),8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:40:20,2023-04-17,,,,,
"POINT (121.50845 25.02297)",5.00113006E8,YouBike2.0_國興水源路口,14.0,9.0,萬華區,2023-04-17 06:13:13,25.02297,121.50845,國興路1巷15號對側,Wanhua Dist,YouBike2.0_Guoxing Rd & Shuiyuan Rd Intersection,No. 15， Ln 1， Guoxing Rd. (Opposite),2.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:13:13,2023-04-17,,,,,
"POINT (121.50755 25.02481)",5.00113007E8,YouBike2.0_青年公園高爾夫球場,16.0,11.0,萬華區,2023-04-17 06:00:39,25.02481,121.50755,國興路42號對側,Wanhua Dist,YouBike2.0_Youth Park Golf Driving Range,No. 42， Guoxing Rd. (Opposite),5.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:00:39,2023-04-17,,,,,
"POINT (121.50651 25.02594)",5.00113008E8,YouBike2.0_國興青年路口,30.0,20.0,萬華區,2023-04-17 06:48:39,25.02594,121.50651,國興路與青年路口西南側,Wanhua Dist,YouBike2.0_Guoxing Rd & Qingnian Rd Intersection,Guoxing Rd & Qingnian Rd Intersection. (Southwest),10.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:39,2023-04-17,,,,,
"POINT (121.50289 25.0241)",5.00113009E8,YouBike2.0_青年公園棒球場,28.0,3.0,萬華區,2023-04-17 06:41:39,25.0241,121.50289,青年路66號對側,Wanhua Dist,YouBike2.0_Youth Park Baseball Field,No. 66， Qingnian Rd (Opposite),25.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:41:39,2023-04-17,,,,,
"POINT (121.50539 25.02085)",5.0011301E8,YouBike2.0_青年公園籃球場,16.0,4.0,萬華區,2023-04-17 06:32:13,25.02085,121.50539,青年公園籃球場南側,Wanhua Dist,YouBike2.0_Youth Park Basketball Courts,Youth Park Basketball Courts. (South),12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:32:13,2023-04-17,,,,,
"POINT (121.50258 25.02964)",5.00113012E8,YouBike2.0_復華花園新城,28.0,13.0,萬華區,2023-04-17 06:54:40,25.02964,121.50258,西藏路123號前,Wanhua Dist,YouBike2.0_Fuhua Garden Metro,No. 123， Xizang Rd.,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:40,2023-04-17,,,,,
"POINT (121.50255 25.02582)",5.00113013E8,YouBike2.0_新和國小,20.0,6.0,萬華區,2023-04-17 06:50:20,25.02582,121.50255,萬大路277巷37弄1號東側,Wanhua Dist,YouBike2.0_Xinhe Elementary School,No. 1， Aly. 37， Ln. 277， Wanda Rd. (East),14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:20,2023-04-17,,,,,
"POINT (121.50122 25.03124)",5.00113014E8,YouBike2.0_莒光郵局,16.0,4.0,萬華區,2023-04-17 06:49:16,25.03124,121.50122,莒光路210號前,Wanhua Dist,YouBike2.0_Taipei Juguang Post Office,No. 210， Juguang Rd.,12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:16,2023-04-17,,,,,
"POINT (121.50336 25.03116)",5.00113015E8,YouBike2.0_莒光立體停車場,10.0,9.0,萬華區,2023-04-17 06:21:10,25.03116,121.50336,莒光路137號前,Wanhua Dist,YouBike2.0_Juguang Car Park,No. 137， Juguang Rd.,1.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:21:10,2023-04-17,,,,,
"POINT (121.5016 25.03301)",5.00113016E8,YouBike2.0_艋舺大道146巷口,14.0,1.0,萬華區,2023-04-17 06:54:13,25.03301,121.5016,艋舺大道142號前,Wanhua Dist,YouBike2.0_Ln. 146， Bangka Blvd Intersection,No. 142， Bangka Blvd.,13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.49807 25.02257)",5.00113017E8,YouBike2.0_東園國小,27.0,9.0,萬華區,2023-04-17 06:46:13,25.02257,121.49807,東園街199號前方,Wanhua Dist,YouBike2.0_Dongyuan Elementary School,No. 199， Dongyuan St.,18.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:46:13,2023-04-17,,,,,
"POINT (121.49534 25.01688)",5.00113018E8,YouBike2.0_華中疏散門,12.0,5.0,萬華區,2023-04-17 06:25:15,25.01688,121.49534,環河南路三段371號前,Wanhua Dist,YouBike2.0_Huazhong Evacuation Gate,No. 371， Sec. 3， Huanhe S. Rd.,7.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:25:15,2023-04-17,,,,,
"POINT (121.49264 25.02332)",5.00113019E8,YouBike2.0_錦德公園,16.0,0.0,萬華區,2023-04-17 06:54:40,25.02332,121.49264,德昌街243號前,Wanhua Dist,YouBike2.0_Jinde Park,No. 243， Dechang St.,10.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:40,2023-04-17,,,,,
"POINT (121.49604 25.02516)",5.0011302E8,YouBike2.0_忠德公園,19.0,9.0,萬華區,2023-04-17 06:54:13,25.02516,121.49604,東園街66巷20弄27號前,Wanhua Dist,YouBike2.0_Zhongde Park,No. 27， Aly 20， Ln 66， Dongyuan St.,9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.49619 25.02744)",5.00113022E8,YouBike2.0_華江高中,50.0,15.0,萬華區,2023-04-17 06:50:20,25.02744,121.49619,東園街35巷14號對側,Wanhua Dist,YouBike2.0_Hua Jiang Senior High School,No. 14， Ln 35， Dongyuan St. (Opposite),34.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:20,2023-04-17,,,,,
"POINT (121.49757 25.03267)",5.00113023E8,YouBike2.0_西園艋舺路口,32.0,18.0,萬華區,2023-04-17 06:39:13,25.03267,121.49757,西園路二段與艋舺大道口西南側,Wanhua Dist,YouBike2.0_Sec. 2， Xiyuan Rd & Bangka Blvd Intersection,Sec. 2， Xiyuan Rd & Bangka Blvd Intersection. (Southwest),14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:39:13,2023-04-17,,,,,
"POINT (121.49176 25.02673)",5.00113025E8,YouBike2.0_雙園國中,24.0,6.0,萬華區,2023-04-17 06:48:39,25.02673,121.49176,西園路二段320巷與興義街口,Wanhua Dist,YouBike2.0_Shuang Yuan Junior High School,Sec. 2， Xiyuan Rd & Xingyi St Intersection,14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:39,2023-04-17,,,,,
"POINT (121.48908 25.03284)",5.00113026E8,YouBike2.0_長順區民活動中心,26.0,23.0,萬華區,2023-04-17 06:52:13,25.03284,121.48908,長順街127號前,Wanhua Dist,YouBike2.0_Changshun Community Center,No. 127， Changshun St.,3.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:13,2023-04-17,,,,,
"POINT (121.49029 25.03397)",5.00113027E8,YouBike2.0_華江國小,23.0,6.0,萬華區,2023-04-17 06:37:39,25.03397,121.49029,環河南路二段250巷25弄2號對側,Wanhua Dist,YouBike2.0_Hwa Chiang Elementary School,No. 2， Aly. 25， Ln. 250， Sec. 2， Huanhe S. R. (Opposite),17.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:37:39,2023-04-17,,,,,
"POINT (121.49293 25.03388)",5.00113028E8,YouBike2.0_華江八號公園,20.0,9.0,萬華區,2023-04-17 06:53:17,25.03388,121.49293,環河南路二段216號旁,Wanhua Dist,YouBike2.0_Huajiang No.8 Park,No. 2， Aly. 25， Ln. 250， Sec. 2， Huanhe S. R,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.49127 25.03203)",5.00113029E8,YouBike2.0_環河南雙園街口,15.0,13.0,萬華區,2023-04-17 06:54:13,25.03203,121.49127,環河南路二段282號前,Wanhua Dist,YouBike2.0_Sec. 2， Huanhe S. R & Shuangyuan St Intersection,No. 282， Sec. 2， Huanhe S. Rd.,2.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.49021 25.03062)",5.0011303E8,YouBike2.0_大理高中,37.0,17.0,萬華區,2023-04-17 06:53:17,25.03062,121.49021,環河南路二段與西藏路口東側,Wanhua Dist,YouBike2.0_Dali Senior High School,Sec. 2， Huanhe S. Rd & Xizang Rd (East),20.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.4946 25.03383)",5.00113031E8,YouBike2.0_糖廍文化園區,14.0,6.0,萬華區,2023-04-17 06:45:40,25.03383,121.4946,大理街177號對側,Wanhua Dist,YouBike2.0_Tang bu Cultural Park,No. 177， Dali St. (Opposite),8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:40,2023-04-17,,,,,
"POINT (121.49502 25.03211)",5.00113032E8,YouBike2.0_兩棵樹公園,17.0,9.0,萬華區,2023-04-17 06:45:14,25.03211,121.49502,艋舺大道與大理街160巷20弄口東側,Wanhua Dist,YouBike2.0_Liangkeshu Park,Bangka Blvd & Aly. 20， Ln. 160， Dali St Intersection. (East),8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:14,2023-04-17,,,,,
"POINT (121.50376 25.02021)",5.00113033E8,YouBike2.0_萬華青年公宅,23.0,0.0,萬華區,2023-04-17 06:43:04,25.02021,121.50376,青年路188號前,Wanhua Dist,YouBike2.0_Wanhua Qingnian Public Housing,No. 188， Qingnian Rd.,20.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:43:04,2023-04-17,,,,,
"POINT (121.50717 25.04662)",5.00113034E8,YouBike2.0_開封西寧路口,41.0,21.0,萬華區,2023-04-17 06:52:13,25.04662,121.50717,西寧南路12號(對面),Wanhua Dist,YouBike2.0_Kaifeng St. & Xining Rd. Intersection,No. 12， Xining Rd. (Opposite),20.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:13,2023-04-17,,,,,
"POINT (121.50541 25.04441)",5.00113035E8,YouBike2.0_峨嵋停車場,47.0,13.0,萬華區,2023-04-17 06:51:39,25.04441,121.50541,峨嵋街83號(旁),Wanhua Dist,YouBike2.0_Emei Parking Lots,No. 83， Emei St. (Side),34.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:39,2023-04-17,,,,,
"POINT (121.49992 25.0417)",5.00113036E8,YouBike2.0_長沙公園,24.0,15.0,萬華區,2023-04-17 06:46:13,25.0417,121.49992,環河南路一段280-1號(對面),Wanhua Dist,YouBike2.0_Changsha Park,No. 280-1， Sec. 1， Huanhe S Rd. (Opposite),9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:46:13,2023-04-17,,,,,
"POINT (121.50218 25.04367)",5.00113037E8,YouBike2.0_貓公園(中興橋頭),15.0,6.0,萬華區,2023-04-17 05:48:39,25.04367,121.50218,成都路108號(對面),Wanhua Dist,YouBike2.0_Cat Park (Zhongxing Bridgehead),No. 108， Chengdu Rd. (Opposite),9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:48:39,2023-04-17,,,,,
"POINT (121.50769 25.04099)",5.00113038E8,YouBike2.0_西本願寺廣場,65.0,24.0,萬華區,2023-04-17 06:54:13,25.04099,121.50769,中華路一段164號(前),Wanhua Dist,YouBike2.0_Nishi Honganji Relics Plaza,No. 164-1， Sec. 1， Zhonghua Rd.,41.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.50662 25.03771)",5.00113039E8,YouBike2.0_中華桂林路口,28.0,6.0,萬華區,2023-04-17 06:52:39,25.03771,121.50662,中華路一段與桂林路口西北側,Wanhua Dist,YouBike2.0_Zhonghua Rd. & Guilin Rd. Intersection,Sec. 1， Zhonghua Rd. & Guilin Rd. (Northwest),22.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:39,2023-04-17,,,,,
"POINT (121.49938 25.03535)",5.0011304E8,YouBike2.0_捷運龍山寺站(1號出口),30.0,17.0,萬華區,2023-04-17 06:53:41,25.03535,121.49938,和平西路三段/西園路一段(東北側),Wanhua Dist,YouBike2.0_MRT Longshan Temple Sta. (Exit 1),Sec. 3， Heping W Rd. & Sec. 1， Xiyuan Rd. (Northeast),13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.49541 25.0355)",5.00113041E8,YouBike2.0_龍山國小,24.0,0.0,萬華區,2023-04-17 05:38:04,25.0355,121.49541,和平西路三段235號(旁),Wanhua Dist,YouBike2.0_Longshan Elementary School,No. 235， Sec. 3， Heping W Rd. (Side),24.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:38:04,2023-04-17,,,,,
"POINT (121.49881 25.03852)",5.00113042E8,YouBike2.0_華西公園,33.0,15.0,萬華區,2023-04-17 06:53:41,25.03852,121.49881,桂林路134號(對面),Wanhua Dist,YouBike2.0_Huaxi Park,No. 134， Guilin Rd. (Opposite),18.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.50177 25.03792)",5.00113043E8,YouBike2.0_老松國小,40.0,36.0,萬華區,2023-04-17 06:52:13,25.03792,121.50177,康定路238號(對面),Wanhua Dist,YouBike2.0_laosong Elementary School,No. 238， Kangding Rd. (Opposite),4.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:13,2023-04-17,,,,,
"POINT (121.50322 25.03364)",5.00113044E8,YouBike2.0_萬華火車站,53.0,24.0,萬華區,2023-04-17 06:51:39,25.03364,121.50322,艋舺大道83號(前),Wanhua Dist,YouBike2.0_Wanhua Train Sta.,No. 83， Bangka Blvd.,29.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:39,2023-04-17,,,,,
"POINT (121.50117 25.03394)",5.00113045E8,YouBike2.0_萬華火車站(D2廣場),17.0,2.0,萬華區,2023-04-17 06:53:41,25.03394,121.50117,康定路/康定路287巷(東南側),Wanhua Dist,YouBike2.0_Wanhua Train Sta. (D2 Plaza),Kangding Rd. & Ln. 287， Kangding Rd. Intersection,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.50199 25.03509)",5.00113046E8,YouBike2.0_捷運龍山寺站(3號出口),23.0,4.0,萬華區,2023-04-17 06:44:13,25.03509,121.50199,和平西路三段/和平西路三段88巷(西南側),Wanhua Dist,YouBike2.0_MRT Longshan Temple Sta. (Exit 3),Sec. 3， Heping W Rd. & Ln. 88， Sec. 3， Heping W Rd. Intersection (Southwest),19.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:44:13,2023-04-17,,,,,
"POINT (121.50306 25.04445)",5.00113047E8,YouBike2.0_臺北市電影主題公園(峨嵋街),15.0,0.0,萬華區,2023-04-17 05:51:04,25.04445,121.50306,峨嵋街100號(對面),Wanhua Dist,YouBike2.0_Taipei Cinema Park (Emei St.),No. 100， Emei St. (Opposite),15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:51:04,2023-04-17,,,,,
"POINT (121.50318 25.04551)",5.00113048E8,YouBike2.0_臺北市電影主題公園(康定路),15.0,0.0,萬華區,2023-04-17 06:51:04,25.04551,121.50318,康定路18-2號(對面),Wanhua Dist,YouBike2.0_Taipei Cinema Park (Kangding Rd.),No. 18-2， Kangding Rd.,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:04,2023-04-17,,,,,
"POINT (121.50841 25.04345)",5.00113049E8,YouBike2.0_中華峨嵋街口,24.0,19.0,萬華區,2023-04-17 06:53:17,25.04345,121.50841,中華路一段130號(前),Wanhua Dist,YouBike2.0_Zhonghua Rd. & Emei St. Intersection,No. 130， Sec. 1， Zhonghua Rd.,4.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.50197 25.0403)",5.0011305E8,YouBike2.0_萬華266號綠地,15.0,3.0,萬華區,2023-04-17 06:42:13,25.0403,121.50197,康定路81號(對面),Wanhua Dist,YouBike2.0_wanhua greehs NO.266,No. 81， Kangding Rd. (Opposite),12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:42:13,2023-04-17,,,,,
"POINT (121.49986 25.02376)",5.00113051E8,YouBike2.0_萬大國小(萬大路344巷口),18.0,0.0,萬華區,2023-04-17 06:48:04,25.02376,121.49986,萬大路346號(旁),Wanhua Dist,YouBike2.0_Wanda Elementary School (Ln. 344， Wanda Rd.),No. 346， Wanda Rd.,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:04,2023-04-17,,,,,
"POINT (121.4996 25.02533)",5.00113052E8,YouBike2.0_德昌街10巷口,10.0,7.0,萬華區,2023-04-17 06:53:17,25.02533,121.4996,德昌街15號(對面),Wanhua Dist,YouBike2.0_Ln. 10， Dechang St.,No. 15， Dechang St. (Opposite),2.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.49048 25.03517)",5.00113053E8,YouBike2.0_環河南和平西路口,20.0,16.0,萬華區,2023-04-17 06:47:13,25.03517,121.49048,環河南路一段/和平西路三段口(西南側),Wanhua Dist,YouBike2.0_Huanhe S. Rd. & Heping W. Rd. Intersection,Sec. 1， Huanhe S. Rd. & Sec. 3， Heping W. Rd. Intersection (Southwest),4.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:47:13,2023-04-17,,,,,
"POINT (121.48858 25.03119)",5.00113054E8,YouBike2.0_長順街60巷口,15.0,1.0,萬華區,2023-04-17 05:38:12,25.03119,121.48858,長順街60巷38號對側,Wanhua Dist,YouBike2.0_Ln. 60， Changshun St.,No. 38， Ln. 60， Changshun St. (Opposite),14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:38:12,2023-04-17,,,,,
"POINT (121.49775 25.0271)",5.00113055E8,YouBike2.0_西園公園,14.0,12.0,萬華區,2023-04-17 06:50:20,25.0271,121.49775,東園街35巷/東園街67巷交叉口,Wanhua Dist,YouBike2.0_Xiyuan Park,Ln. 35， Dongyuan St. & Ln. 67， Dongyuan St. Intersection,2.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:20,2023-04-17,,,,,
"POINT (121.49163 25.03606)",5.00113056E8,YouBike2.0_華江污水廠,20.0,12.0,萬華區,2023-04-17 06:28:13,25.03606,121.49163,桂林路246巷66號南側,Wanhua Dist,YouBike2.0_Huajiang Sewage Treatment Plant,No. 66， Ln. 246， Guilin Rd. (South),8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:28:13,2023-04-17,,,,,
"POINT (121.49524 25.03718)",5.00113057E8,YouBike2.0_柳鄉公園,21.0,12.0,萬華區,2023-04-17 06:54:40,25.03718,121.49524,環河南路二段102號西北側,Wanhua Dist,YouBike2.0_Liuxiang Park,No. 102， Sec. 2， Huanhe S. Rd. (Northwest),9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:40,2023-04-17,,,,,
"POINT (121.49301 25.03286)",5.00113058E8,YouBike2.0_綠堤社區公園,22.0,13.0,萬華區,2023-04-17 06:45:14,25.03286,121.49301,大理街170巷與環河南路二段159巷口,Wanhua Dist,YouBike2.0_Luti Community Park,Ln. 170， Dali St. & Ln.159， Sec. 2， Huanhe S. Rd. Intersection,9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:14,2023-04-17,,,,,
"POINT (121.49228 25.03035)",5.00113059E8,YouBike2.0_長順艋舺大道口,26.0,20.0,萬華區,2023-04-17 06:50:20,25.03035,121.49228,長順街與雙園街106巷口,Wanhua Dist,YouBike2.0_Changshun St. & Bangka Blvd. Intersection,Changshun St. & Ln. 106， Shuangyuan St. Intersection,6.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:20,2023-04-17,,,,,
"POINT (121.49988 25.01796)",5.0011306E8,YouBike2.0_富民路145巷口,20.0,9.0,萬華區,2023-04-17 06:46:39,25.01796,121.49988,富民路151號對側,Wanhua Dist,YouBike2.0_Ln. 145， Fumin Rd.,No. 151， Fumin Rd. (Opposite),11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:46:39,2023-04-17,,,,,
"POINT (121.48908 25.0286)",5.00113061E8,YouBike2.0_環南綜合市場,14.0,0.0,萬華區,2023-04-16 22:51:04,25.0286,121.48908,環河南路二段245號旁,Wanhua Dist,YouBike2.0_Huanhe Market,No. 245， Sec. 2， Huanhe S. Rd.,14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-16 22:51:04,2023-04-16,,,,,
"POINT (121.50492 25.03646)",5.00113062E8,YouBike2.0_龍山國中,15.0,7.0,萬華區,2023-04-17 05:49:39,25.03646,121.50492,南寧路與廣州街口南側,Wanhua Dist,YouBike2.0_LongShan Junior High School,Nanning Rd. & Guangzhou St. Intersection (South),8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:49:39,2023-04-17,,,,,
"POINT (121.50612 25.04776)",5.00113063E8,YouBike2.0_洛陽停車場,22.0,16.0,萬華區,2023-04-17 06:52:39,25.04776,121.50612,昆明街與洛陽街口西側,Wanhua Dist,YouBike2.0_Luoyang Parking,Kunming St. & Luoyang St. Intersection (West),6.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:39,2023-04-17,,,,,
"POINT (121.50362 25.03811)",5.00113064E8,YouBike2.0_桂林昆明街口,20.0,18.0,萬華區,2023-04-17 06:45:40,25.03811,121.50362,桂林路與昆明街口西北側,Wanhua Dist,YouBike2.0_Guilin Rd. & Kunming St. Intersection,Guilin Rd. & Kunming St. Intersection (Northwest),2.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:40,2023-04-17,,,,,
"POINT (121.49936 25.02926)",5.00113065E8,YouBike2.0_萬華國中_1,26.0,16.0,萬華區,2023-04-17 06:51:39,25.02926,121.49936,西藏路 / 莒光路299巷口(東南側),Wanhua Dist,YouBike2.0_Wanhuaguomin Junior High School,Xizang Rd. & Ln. 299， Juguang Rd. Intersection (Southeast),10.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:39,2023-04-17,,,,,
"POINT (121.50271 25.02273)",5.00113066E8,YouBike2.0_青年公園3號出口,38.0,19.0,萬華區,2023-04-17 06:47:39,25.02273,121.50271,青年路/青年路106巷(東側),Wanhua Dist,YouBike2.0_Youth Park (Exit 3),Qingnian Rd. & Ln. 106， Qingnian Rd. Intersection (East),16.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:47:39,2023-04-17,,,,,
"POINT (121.50026 25.03548)",5.00113068E8,YouBike2.0_捷運龍山寺站(1號出口)_1,36.0,17.0,萬華區,2023-04-17 06:44:13,25.03548,121.50026,和平西路三段/和平西路三段109巷(西北側),Wanhua Dist,YouBike2.0_MRT Longshan Temple Sta. (Exit 1)_1,Sec. 3， Heping W. Rd. & Ln. 109， Sec. 3， Heping W. Rd. Intersection (Northwest),19.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:44:13,2023-04-17,,,,,
"POINT (121.49156 25.0287)",5.0011307E8,YouBike2.0_艋舺西藏路口,20.0,11.0,萬華區,2023-04-16 22:22:40,25.0287,121.49156,艋舺大道與西藏路口西南側(華翠大橋下),Wanhua Dist,YouBike2.0_Bangka Blvd. & Xizang Rd. Intersection,Bangka Blvd. & Xizang Rd. Intersection (Southwest) (Under Huacui Bridge),9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-16 22:22:40,2023-04-16,,,,,
"POINT (121.4992 25.01975)",5.00113071E8,YouBike2.0_萬大路493巷,10.0,7.0,萬華區,2023-04-17 03:01:36,25.01975,121.4992,萬大路493巷44號旁,Wanhua Dist,YouBike2.0_Ln. 493， Wanda Rd.,No. 44， Ln. 493， Wanda Rd.,1.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 03:01:36,2023-04-17,,,,,
"POINT (121.49134 25.02768)",5.00113072E8,YouBike2.0_雙園國中地下停車場,12.0,10.0,萬華區,2023-04-17 06:54:40,25.02768,121.49134,西園路二段320巷55弄8-10號前,Wanhua Dist,YouBike2.0_Shuangyuan Car Park,No. 10， Aly. 55， Ln. 320， Sec. 2， Xiyuan Rd.,2.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:40,2023-04-17,,,,,
"POINT (121.5009 25.01979)",5.00113073E8,YouBike2.0_青年路152巷口,16.0,13.0,萬華區,2023-04-17 06:53:17,25.01979,121.5009,青年路152巷59號對側,Wanhua Dist,YouBike2.0_Ln. 152， Qingnian Rd.,No. 59， Ln. 152， Qingnian Rd. (Opposite),3.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.53044 25.01493)",5.00119005E8,YouBike2.0_臺大水源舍區A棟,37.0,17.0,臺大專區,2023-04-17 06:48:39,25.01493,121.53044,汀洲路三段60巷2弄路側(A舍北側),NTU Dist,YouBike2.0_NTU ShuiYuan Dorms(A),Aly. 2， Ln. 60， Sec. 3， Tingzhou Rd. Dorms A(North),20.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:39,2023-04-17,,,,,
"POINT (121.52917 25.01466)",5.00119006E8,YouBike2.0_臺大卓越研究大樓,32.0,18.0,臺大專區,2023-04-17 06:52:13,25.01466,121.52917,臺大水源舍區C南側,NTU Dist,YouBike2.0_NTU Complex for Research Excellence,NTU Prince House Chang Hsing Dorms C(South),14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:13,2023-04-17,,,,,
"POINT (121.52997 25.01411)",5.00119007E8,YouBike2.0_臺大水源修齊會館,18.0,7.0,臺大專區,2023-04-17 01:14:39,25.01411,121.52997,思源街16號之1旁,NTU Dist,YouBike2.0_NTU ShuiYuan HsiuChi House,No.16-1， Siyuan St.,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 01:14:39,2023-04-17,,,,,
