½n«×,¸g«×
24.16138,120.69467
24.17424,120.69641
24.1336,120.6397
24.13189,120.64384
24.14893,120.71595
24.10888,120.65789
24.16009,120.71154
25.10364,121.52219
25.13776,121.49345
25.10155,121.52832
25.11912,121.51223
25.12796,121.46782
25.09598,121.51776
25.09619,121.5223
25.09419,121.52833
25.09343,121.52642
25.08771,121.52677
25.09435,121.51702
25.10208,121.51979
25.08288,121.52455
25.08403,121.5249
25.09667,121.53206
25.09896,121.53025
25.09651,121.52753
25.08911,121.52154
25.09164,121.51706
25.09631,121.51449
25.08828,121.51985
25.0848,121.52125
25.08736,121.52272
25.08671,121.52096
25.07977,121.56454
25.08284,121.56449
25.08637,121.56088
25.08302,121.52069
25.09122,121.55961
25.08378,121.56208
25.08474,121.54968
25.08401,121.55535
25.07985,121.55609
25.07976,121.55813
25.07923,121.5473
25.0803,121.56251
25.08524,121.53748
25.08258,121.54462
25.08009,121.55226
25.12087,121.50523
25.11666,121.50962
25.11451,121.51567
25.11593,121.51435
25.08251,121.54004
25.07805,121.5295
25.12634,121.50099
25.12297,121.50158
25.12725,121.50676
25.12814,121.49782
25.11798,121.50342
25.12666,121.50373
25.13691,121.49987
25.13733,121.50339
25.13187,121.499
25.1231,121.47092
25.1378,121.4863
25.13666,121.48159
25.13475,121.49613
25.13997,121.48967
25.14582,121.49303
25.1203,121.4665
25.13149,121.47365
25.12397,121.46712
25.12618,121.46737
22.64757,120.28133
22.73256,120.28986
22.7331,120.28754
25.11884,121.46912
25.10186,121.53083
25.10277,121.53357
25.11739,121.46288
25.10813,121.5304
25.10543,121.52931
25.10399,121.52593
25.11184,121.52589
25.08009,121.51895
25.07994,121.52426
25.08521,121.51918
25.12001,121.53342
25.08914,121.51542
25.08695,121.51901
25.08128,121.51784
25.10981,121.49886
25.10896,121.51936
25.10788,121.51457
25.12011,121.52652
25.11752,121.51662
25.11753,121.52186
25.1168,121.5048
25.11356,121.53718
25.11127,121.53244
25.11341,121.53195
25.12416,121.52607
25.11856,121.52964
25.11633,121.53414
24.11099,120.6549
24.15383,120.7006
24.13975,120.71298
24.15698,120.70127
24.15938,120.70748
24.16629,120.70655
24.12473,120.69065
24.14425,120.71342
24.15928,120.6741
24.16441,120.65334
25.11357,121.52255
22.65147,120.28369
22.55557,120.38614
22.56125,120.3914
22.62572,120.32913
24.14151,120.66027
24.14952,120.6976
24.16529,120.70004
24.18004,120.70179
24.16474,120.63914
24.16109,120.66275
24.13934,120.66284
22.62513,120.26607
22.62727,120.26503
22.6244,120.27227
22.73525,120.33663
22.73094,120.33152
24.12874,120.66611
24.13113,120.68065
24.16553,120.67906
24.16992,120.679
24.17887,120.63749
24.13411,120.70382
24.14083,120.67192
24.15929,120.69155
24.15767,120.68117
24.13803,120.695
24.13586,120.70844
24.14413,120.7112
24.14624,120.70924
24.12959,120.69144
24.13212,120.68481
24.14113,120.70408
24.12665,120.67032
24.12628,120.68984
24.13497,120.69486
23.45766,120.46236
23.45419,120.45708
22.63872,120.34514
22.65477,120.30712
22.69517,120.32092
24.1508,120.65776
24.14083,120.70949
24.14793,120.7075
24.15039,120.67139
24.16495,120.65018
24.16586,120.65553
24.14227,120.70204
24.12789,120.67759
24.14554,120.69098
24.13794,120.71059
24.17654,120.6725
24.136,120.68631
24.17555,120.68799
24.14269,120.69109
24.14428,120.69418
24.16367,120.69363
24.1735,120.67673
24.18541,120.66741
24.11804,120.6579
24.13642,120.65515
24.18532,120.70163
24.13777,120.68765
24.17336,120.67588
22.64521,120.30757
22.57477,120.37397
22.64441,120.30281
22.64002,120.30159
24.16903,120.70502
24.14999,120.69419
24.14765,120.69417
24.1263,120.67955
24.18162,120.6738
23.47634,120.45443
23.46858,120.42598
22.67882,120.27987
22.60955,120.30361
22.68193,120.32049
22.56329,120.38845
22.55578,120.38895
24.1189,120.65804
24.13211,120.64761
24.16561,120.66077
24.12415,120.68503
23.47917,120.44186
23.46838,120.43459
24.1488,120.66434
24.14961,120.66307
24.15953,120.70198
24.17114,120.65995
24.12514,120.69947
24.13637,120.70297
24.15181,120.6924
24.13944,120.67177
24.12411,120.66232
24.14663,120.66489
24.14784,120.66452
24.13365,120.68569
24.17021,120.65429
24.13254,120.6888
23.46298,120.45878
23.4935,120.42468
23.47125,120.45215
23.46628,120.45726
23.46836,120.44647
22.65873,120.28213
22.68188,120.30612
22.63417,120.2909
22.66324,120.28868
22.62158,120.28293
22.62023,120.28574
22.64779,120.29993
22.80314,120.30185
22.77728,120.27593
22.72307,120.35237
23.46555,120.44524
23.46555,120.43622
24.12784,120.69443
24.1411,120.68474
24.15459,120.65979
24.14429,120.64329
24.17301,120.66744
24.1498,120.64541
24.15897,120.64684
24.16406,120.65073
24.12833,120.67435
23.46879,120.45976
23.47003,120.44686
23.46773,120.4381
23.46764,120.4435
23.47457,120.46155
23.45862,120.4391
23.48923,120.45528
23.47506,120.47173
23.46618,120.46714
23.47888,120.471
23.47474,120.45883
23.47669,120.44084
23.46799,120.44065
23.47968,120.42957
23.47877,120.44855
23.4624,120.43747
23.47894,120.4378
23.47197,120.46264
24.15402,120.67056
24.11891,120.6791
24.15138,120.64039
24.15364,120.63993
24.11925,120.68204
24.1495,120.671
24.15278,120.6678
24.18433,120.69619
24.17805,120.6702
24.14267,120.69625
24.1322,120.67316
24.14482,120.66901
24.1514,120.6758
24.14027,120.68602
24.13864,120.69249
24.16717,120.71167
24.13657,120.68789
23.47436,120.43458
23.46608,120.45422
23.46371,120.48257
23.46546,120.48073
23.46345,120.44089
23.50046,120.45356
23.49749,120.45726
23.48427,120.46628
23.47149,120.46864
23.49086,120.43864
23.49041,120.42857
23.49202,120.43008
23.48398,120.43173
22.63761,120.30709
22.62222,120.3212
22.6229,120.28015
24.19062,120.65487
24.19475,120.65
24.13989,120.67705
24.14296,120.68377
24.1365,120.66279
24.1432,120.68547
24.17987,120.65571
24.18546,120.65255
24.18968,120.65201
24.14498,120.66335
24.14807,120.67976
24.14664,120.64651
24.14023,120.66374
24.13785,120.68337
24.16547,120.66217
22.66405,120.36224
22.63983,120.35541
22.61079,120.26758
22.60431,120.33867
22.63417,120.34869
22.73132,120.29237
22.72434,120.28149
22.72091,120.28032
24.18109,120.70143
24.1671,120.67865
24.11691,120.66414
24.15911,120.68721
24.14012,120.68933
24.17911,120.66178
24.1495,120.6811
24.17509,120.65522
24.16382,120.6737
24.16989,120.68046
24.16303,120.64574
24.15378,120.6893
24.14551,120.64992
24.13798,120.63752
24.17352,120.67058
24.17173,120.68526
24.13885,120.65283
24.13578,120.65008
24.14017,120.64704
24.13371,120.6574
24.13071,120.6414
24.11135,120.63475
24.17231,120.68512
24.10577,120.6387
24.1566,120.6545
24.15803,120.65868
22.63835,120.35854
22.62747,120.37388
22.62188,120.34933
22.5952,120.34182
22.62531,120.38537
22.71564,120.29291
22.7261,120.28755
22.59484,120.32888
22.57131,120.33342
22.54116,120.4091
22.59114,120.41685
22.63386,120.36351
22.63412,120.36633
22.6657,120.35407
22.61872,120.34975
22.61723,120.32669
22.64386,120.35506
22.64785,120.32265
22.70836,120.3276
22.71957,120.29289
22.69664,120.35095
22.67429,120.35095
22.6733,120.34436
24.11343,120.6632
24.12946,120.64628
24.16467,120.63461
24.17876,120.64487
24.11914,120.64744
22.6875,120.347
22.68704,120.33655
22.64197,120.29188
22.64167,120.29616
22.63609,120.35917
22.64334,120.31283
22.64741,120.30537
22.60884,120.32543
22.61174,120.32676
24.1705,120.64518
24.1591,120.64794
24.13016,120.65687
24.16799,120.641
24.17834,120.66837
24.11732,120.65907
24.15391,120.67446
24.15493,120.66312
24.10866,120.61486
24.10425,120.63574
24.15566,120.64832
22.62972,120.32275
22.66597,120.35889
22.7498,120.32886
22.69775,120.28648
22.69659,120.28766
22.701,120.29822
22.63529,120.28377
22.61592,120.33454
22.59258,120.39912
22.6806,120.30493
22.73366,120.33155
22.72343,120.31012
24.1147,120.63921
24.15102,120.6515
24.17186,120.64955
24.15916,120.66798
24.16614,120.63961
24.17382,120.66149
24.10914,120.62521
24.11755,120.63062
24.15357,120.63477
22.60076,120.27464
22.57561,120.29897
22.66238,120.30016
22.63651,120.28384
24.14919,120.63918
24.15068,120.64692
22.64462,120.28282
22.66763,120.28224
24.17632,120.64074
24.17644,120.65906
24.18246,120.70738
24.18912,120.70828
24.17167,120.6907
24.16889,120.65671
22.65792,120.41814
22.65646,120.42187
24.18218,120.71756
24.17816,120.71083
24.16792,120.69507
24.15108,120.6351
24.15092,120.63357
24.16146,120.64933
24.15324,120.64652
24.15983,120.65869
24.17107,120.69359
24.16802,120.65394
24.16241,120.64912
24.15133,120.63752
24.11022,120.63453
24.10833,120.62506
24.163,120.64945
24.17233,120.65211
24.1045,120.62397
23.48019,120.43972
23.47697,120.46124
23.47192,120.42892
22.5887,120.33415
22.78879,120.28904
22.78193,120.28615
22.57151,120.3558
22.5708,120.37627
22.72758,120.32961
22.63455,120.3514
22.64299,120.3468
22.62483,120.33109
22.61993,120.3227
23.47924,120.4596
23.49241,120.44506
23.47603,120.42216
23.47325,120.44213
23.46915,120.46538
23.4715,120.46438
23.47384,120.46238
23.47416,120.45507
23.47169,120.46098
23.48749,120.45305
23.49975,120.44859
23.47377,120.45081
23.47179,120.42466
23.46493,120.4147
23.48111,120.44946
23.48015,120.45028
23.47133,120.45854
23.46997,120.4617
23.47165,120.43119
23.48091,120.43012
23.48465,120.43354
23.49265,120.43191
23.47918,120.43182
23.48614,120.45383
23.47336,120.44604
23.47387,120.44931
23.47877,120.44089
23.47283,120.44029
23.47986,120.44883
23.47963,120.44583
23.47871,120.46259
23.47703,120.46557
23.48201,120.45734
23.48266,120.46299
23.48163,120.45374
22.66152,120.3116
22.66029,120.32129
22.65016,120.32066
22.64143,120.33528
22.90168,120.54212
22.89834,120.48279
22.88859,120.48328
22.49028,120.38649
22.79395,120.35817
22.77847,120.31373
22.88379,120.4847
22.88814,120.48033
22.88531,120.32566
22.88278,120.33008
22.90015,120.54201
22.88804,120.48166
22.90761,120.55159
22.62393,120.27848
22.85536,120.25962
22.90661,120.2238
22.76037,120.26453
22.7769,120.24694
22.78538,120.2463
22.87568,120.19685
22.88315,120.19759
22.89582,120.18502
22.67862,120.28262
22.69141,120.30292
22.65484,120.294
22.62979,120.38075
22.74228,120.32623
22.62873,120.3187
22.72128,120.28757
22.72855,120.25866
22.72758,120.25737
22.73401,120.24953
22.79334,120.36218
22.74555,120.31061
22.65657,120.29406
22.5995,120.35092
22.65572,120.31507
22.63309,120.40357
22.65668,120.42474
22.58977,120.28719
22.56063,120.37032
22.72126,120.30479
22.72425,120.30351
22.72016,120.30102
22.714,120.29985
22.65673,120.31531
22.57263,120.37074
22.78972,120.3038
22.79183,120.2962
22.72974,120.36987
22.66425,120.35258
22.60535,120.28848
22.59091,120.30436
22.68923,120.30747
22.62784,120.28693
22.62508,120.2804
22.61982,120.31315
22.62933,120.34908
22.6337,120.35106
22.65587,120.32523
22.58599,120.3587
22.5843,120.36867
22.57278,120.36673
22.73139,120.32888
22.66002,120.29209
22.66743,120.28952
22.62916,120.28071
22.62295,120.3774
22.64013,120.31636
22.60247,120.33341
22.64894,120.28608
22.6549,120.28159
22.60939,120.34704
22.62986,120.36269
22.64269,120.34212
22.62666,120.26659
22.6271,120.26689
22.6295,120.29177
22.58965,120.33299
22.58768,120.33176
22.58754,120.338
22.64575,120.37408
22.57796,120.31958
22.58156,120.32284
22.64487,120.29148
22.64232,120.29132
22.64148,120.28719
22.61465,120.33237
22.61756,120.33203
22.65561,120.34797
22.68411,120.31298
22.68267,120.31183
22.68857,120.32424
22.62044,120.32396
22.74212,120.33665
22.7411,120.32938
22.62394,120.32889
22.67728,120.31442
22.68506,120.32173
22.62782,120.35125
22.66984,120.29242
22.6256,120.32321
22.62757,120.32736
22.62696,120.3269
22.6235,120.32692
22.61659,120.33882
22.61877,120.31957
22.64963,120.34078
22.60797,120.31802
22.62583,120.29317
22.62985,120.2882
22.72337,120.2913
22.62823,120.29895
22.62917,120.2938
22.63163,120.29105
22.6356,120.28952
22.63959,120.29641
22.61409,120.29736
22.62068,120.36257
22.67606,120.31468
22.58932,120.31634
22.62962,120.28513
22.58756,120.32066
22.60568,120.30235
22.60331,120.30569
22.60431,120.30914
22.61786,120.30016
22.61734,120.30312
22.63169,120.32421
22.59919,120.34234
22.59699,120.34714
22.61387,120.32246
22.61156,120.32244
22.62297,120.31252
22.62708,120.26611
22.66267,120.29222
22.63012,120.32237
22.65777,120.30317
22.6077,120.33543
22.6742,120.2936
22.72198,120.29105
22.84421,120.2455
22.62995,120.37211
22.65458,120.34576
22.56559,120.36428
22.68913,120.318
22.68994,120.31841
22.68992,120.32142
22.7162,120.30093
22.71328,120.30215
22.72691,120.32452
22.73514,120.2859
22.73591,120.28088
22.73584,120.27799
22.62009,120.36395
22.61482,120.30407
22.71652,120.28292
22.61256,120.30491
22.79109,120.29305
22.79871,120.28387
22.6282,120.3233
22.75878,120.30694
22.65359,120.31724
22.72562,120.29663
22.72133,120.27759
22.73017,120.2785
22.72849,120.30123
22.72677,120.3045
22.7375,120.3066
22.66118,120.28836
22.62118,120.27523
22.62213,120.27348
22.72603,120.27559
22.61888,120.34601
22.65091,120.3374
22.7321,120.27641
22.71245,120.29849
22.66833,120.34591
22.64248,120.30871
22.65436,120.30887
22.61905,120.26924
22.62495,120.28591
22.69057,120.29246
22.6054,120.39546
22.78505,120.29093
22.65835,120.30596
22.75629,120.30563
22.65452,120.29565
22.62774,120.29085
22.68667,120.30827
22.63313,120.32356
22.6885,120.30744
22.63303,120.28608
22.62079,120.29366
22.61728,120.29356
22.61211,120.32349
22.71768,120.29551
22.60614,120.33876
22.66444,120.2969
22.61981,120.34804
22.65962,120.32475
22.68588,120.31401
22.61938,120.28481
22.61782,120.30503
22.76143,120.2347
22.75242,120.31429
22.56779,120.3666
22.57382,120.32004
22.73908,120.3049
22.48594,120.39934
22.52183,120.39078
22.65057,120.29572
22.73021,120.32053
22.69355,120.29548
22.59392,120.31624
22.61092,120.34361
22.58804,120.36518
22.68048,120.33415
22.68353,120.32904
22.74393,120.31747
22.69551,120.28738
22.64049,120.36537
22.63999,120.34634
22.66374,120.31536
22.65081,120.28753
22.65708,120.30891
22.59713,120.35371
22.68059,120.29746
22.59586,120.30493
22.70252,120.29258
22.61385,120.3183
22.65502,120.28241
22.60169,120.29173
22.62516,120.30845
22.59904,120.33974
22.60761,120.34318
22.61213,120.30491
22.6058,120.30857
22.57217,120.31748
22.71917,120.286
22.59634,120.31537
22.85377,120.26269
22.63655,120.36397
22.70075,120.30203
22.65811,120.34611
22.56507,120.33839
22.72623,120.3025
22.69372,120.30194
22.70783,120.30205
22.65356,120.34928
22.90801,120.17704
22.81868,120.22639
22.65787,120.29659
22.6609,120.3108
22.67184,120.30448
22.60402,120.39113
22.67216,120.31135
22.60557,120.31267
22.60933,120.3131
22.59878,120.31339
22.59309,120.30735
22.6142,120.3605
22.6295,120.29547
22.6342,120.3059
22.6279,120.30149
22.62723,120.31086
22.61351,120.31397
22.60527,120.30493
22.60336,120.30201
22.68794,120.29751
22.67993,120.2921
22.62312,120.32209
22.61435,120.30466
22.61824,120.26609
22.62737,120.33365
22.62034,120.27711
22.62489,120.32405
22.61978,120.28893
22.62896,120.32899
22.623,120.28915
22.6811,120.3518
22.63961,120.32398
22.6507,120.3488
22.62977,120.31825
22.59014,120.28519
22.65578,120.29991
22.65586,120.35155
22.66249,120.34179
22.66754,120.2853
22.65204,120.28111
22.78133,120.30169
22.66598,120.3031
22.72149,120.29659
22.61635,120.32488
22.60825,120.27226
22.66212,120.42681
22.76104,120.31
22.82814,120.25671
22.85493,120.25289
22.63108,120.3103
22.66469,120.31018
22.63539,120.31341
22.81139,120.34388
22.87902,120.21103
22.87154,120.19391
22.72712,120.25552
22.65045,120.35778
22.67443,120.28646
22.68726,120.28948
22.68125,120.31394
22.66886,120.30941
22.58682,120.31382
22.67451,120.29316
22.74429,120.31788
22.80144,120.35711
22.62669,120.37981
22.68003,120.32172
22.63433,120.39166
22.7975,120.29459
22.63176,120.36814
22.68048,120.30589
22.61425,120.33667
22.61274,120.34035
22.62279,120.29949
22.65603,120.28881
22.65173,120.27629
22.66748,120.29228
22.64616,120.2787
22.61417,120.34401
22.6091,120.33057
22.62079,120.27013
22.62329,120.27155
22.62785,120.27937
22.67661,120.34195
22.64818,120.30351
22.62521,120.36261
22.6234,120.35595
22.62033,120.36016
22.61061,120.3021
22.62875,120.26259
22.63029,120.28729
22.63065,120.35756
22.64232,120.29924
22.61098,120.33605
22.61557,120.35475
22.64518,120.37258
22.60712,120.35867
22.64843,120.35398
22.70363,120.34514
22.59456,120.35774
22.73747,120.3042
22.66388,120.30671
22.68124,120.28281
22.57953,120.32902
22.65679,120.42084
22.7929,120.29921
22.79695,120.29085
22.59275,120.36051
22.56772,120.36281
22.67084,120.32478
22.60311,120.32405
22.68096,120.31749
22.67638,120.31262
22.6915,120.31612
22.68662,120.31233
22.61514,120.34825
22.60096,120.32557
22.62498,120.31697
22.56479,120.35366
22.62617,120.26504
22.5582,120.33553
22.62303,120.31759
22.60855,120.31644
22.6651,120.32167
22.65617,120.32276
22.58311,120.32035
22.59553,120.32199
22.64657,120.28902
22.63252,120.30203
22.67117,120.32095
22.63143,120.30343
22.63111,120.30431
22.63553,120.29494
22.69011,120.33742
22.62494,120.34111
22.6128,120.2921
22.57751,120.32204
22.62226,120.27547
22.65961,120.29684
22.6103,120.29925
22.61572,120.29909
22.63122,120.33858
22.57001,120.33575
22.64536,120.34127
22.56657,120.3455
22.66633,120.32522
22.62101,120.32574
22.63819,120.33464
22.65275,120.30389
22.66458,120.4272
22.62393,120.30104
22.6252,120.3197
22.62755,120.29684
22.60517,120.30069
22.65038,120.32563
22.64249,120.33367
22.55414,120.34757
22.64313,120.33954
22.63883,120.31512
22.65308,120.31874
22.5652,120.35862
22.66292,120.3122
22.63752,120.30496
22.63782,120.30367
22.59916,120.31989
22.59352,120.31129
22.63794,120.29875
22.56274,120.33546
22.63605,120.34341
22.62748,120.35976
22.64126,120.30193
22.79171,120.30389
22.78437,120.29733
22.61996,120.31145
22.56627,120.37218
22.60411,120.30253
22.65163,120.302
22.73629,120.33146
22.60223,120.35337
22.64632,120.37048
22.71857,120.30616
22.73263,120.28425
22.59383,120.33303
22.73277,120.32813
22.73101,120.33545
22.73261,120.33512
22.71558,120.29021
22.73113,120.31704
22.78448,120.27589
22.79462,120.27131
22.81849,120.26778
22.73624,120.33012
22.62974,120.34433
22.71873,120.2988
22.79783,120.30228
22.7527,120.33139
22.56942,120.34373
22.72254,120.3164
22.58815,120.32193
22.78609,120.2951
22.79048,120.29611
22.64712,120.332
22.62573,120.34232
22.63398,120.34317
22.56475,120.33148
22.58196,120.3506
22.72736,120.29195
22.73099,120.31599
22.72369,120.31642
22.61989,120.37332
22.62187,120.35276
22.5081,120.39472
22.63742,120.38971
22.61951,120.28716
22.63168,120.28533
22.73217,120.32287
22.72223,120.29432
22.71991,120.29794
22.71437,120.29733
22.61845,120.26877
22.60561,120.34384
22.58845,120.3627
22.71038,120.29273
22.72868,120.28499
22.72495,120.32998
22.50564,120.38863
22.63703,120.32633
22.62075,120.3907
22.67187,120.35775
22.68461,120.34241
22.68986,120.33259
22.68102,120.34018
22.71328,120.28675
22.6921,120.3244
22.73412,120.35125
22.72905,120.35366
22.67894,120.34538
22.6764,120.34782
22.71834,120.30671
22.72715,120.30192
22.74456,120.3313
22.51305,120.39468
22.50054,120.39478
22.48822,120.39583
22.67222,120.33133
22.64934,120.35086
22.65147,120.33979
22.65535,120.34099
22.59936,120.33132
22.598,120.33395
22.63989,120.39018
22.7287,120.32639
22.7881,120.36242
22.79306,120.36643
22.73046,120.321
22.59247,120.32316
22.59036,120.32955
22.60265,120.34013
22.60766,120.38841
22.63684,120.40186
22.6348,120.3901
22.6215,120.40695
22.63672,120.34669
22.64055,120.35269
22.62878,120.29443
22.59639,120.33545
22.72766,120.35108
22.62531,120.3485
22.61842,120.36098
22.59944,120.3281
22.59734,120.32528
22.5871,120.31801
22.60203,120.30339
22.61298,120.34292
22.6238,120.35228
22.62147,120.3575
22.72754,120.29801
22.73786,120.32761
22.71077,120.2894
22.62364,120.26987
22.60631,120.34314
22.58851,120.35513
22.72336,120.29414
22.59211,120.33688
22.58855,120.3402
22.72233,120.31245
22.62272,120.36819
22.62051,120.35452
22.68634,120.3083
22.7023,120.30228
22.7148,120.29619
22.71832,120.29659
22.58926,120.32307
22.62994,120.36911
22.60118,120.33395
22.58854,120.32779
22.61664,120.34883
22.61832,120.35352
22.65182,120.27927
22.61674,120.34077
22.59271,120.35302
22.61719,120.34439
22.62781,120.33361
22.6257,120.36999
22.62549,120.36326
22.79039,120.28733
22.65438,120.28801
22.65136,120.27503
22.60619,120.30437
22.6463,120.319
22.70913,120.30199
22.62925,120.32791
22.79684,120.29312
22.79372,120.2907
22.7945,120.28989
22.67052,120.2872
22.68643,120.30241
22.60632,120.31198
22.67196,120.28909
22.65145,120.28775
22.66205,120.29041
22.61518,120.35009
22.62876,120.36707
22.66309,120.29286
22.66895,120.28725
22.66316,120.28422
22.63288,120.32789
22.66042,120.29724
22.66099,120.29911
22.61916,120.33062
22.63419,120.33264
22.66789,120.29571
22.63224,120.32529
22.62952,120.34266
22.62596,120.34327
22.61456,120.30177
22.62138,120.31248
22.62977,120.32717
22.62908,120.33182
22.62804,120.35726
22.6229,120.28334
22.62214,120.32928
22.6674,120.30349
22.6612,120.3054
22.6722,120.2947
22.66201,120.29435
22.65938,120.30286
22.60783,120.39459
22.66429,120.29039
22.65649,120.27758
22.68979,120.29516
22.69,120.29918
22.63868,120.39751
22.61767,120.31399
22.56402,120.36853
22.6777,120.30034
22.65899,120.31555
22.62085,120.33448
22.62373,120.33402
22.62775,120.32236
22.6439,120.35357
22.63393,120.34555
22.6262,120.32549
22.78321,120.28477
22.80149,120.29199
22.59811,120.34407
22.62107,120.31325
22.65588,120.30321
22.65729,120.29128
22.63574,120.29651
22.66349,120.32628
22.65978,120.31358
22.66104,120.29351
22.6934,120.29234
22.64353,120.30933
22.63027,120.3333
22.6762,120.28672
22.67897,120.28721
22.64178,120.33952
22.62335,120.29234
22.63461,120.33539
22.62746,120.36255
22.65493,120.29745
22.58819,120.32174
22.56676,120.3581
22.63192,120.31984
22.62499,120.34177
22.67689,120.30213
22.66249,120.28539
22.64138,120.30299
22.63056,120.29036
22.56992,120.35963
22.66483,120.3031
22.66676,120.31469
22.6429,120.36867
22.62618,120.33826
22.64902,120.33114
22.62031,120.30198
22.62664,120.31948
22.62388,120.32054
22.62758,120.31492
22.62453,120.37099
22.63628,120.35678
22.61855,120.30719
22.64544,120.33952
22.6383,120.34134
22.63933,120.32779
22.64394,120.31984
22.64063,120.3322
22.62255,120.288
22.64076,120.35027
22.56675,120.35482
22.63015,120.31772
22.62617,120.28624
22.64739,120.30317
22.6465,120.31787
22.62165,120.29695
22.62085,120.29267
22.66068,120.32856
22.65597,120.32071
22.67263,120.32132
22.66437,120.3161
22.62581,120.3561
22.6659,120.30235
22.65704,120.3287
22.63199,120.35776
22.64418,120.34977
22.62684,120.30152
22.65175,120.32845
22.66334,120.3192
22.56934,120.34667
22.56574,120.346
22.58215,120.3657
22.58215,120.36422
22.673,120.29797
22.6664,120.30021
22.62342,120.30098
22.66319,120.30336
22.66566,120.30557
22.64929,120.30347
22.64599,120.32812
22.6751,120.29093
22.63044,120.31367
22.64437,120.33531
22.64541,120.30416
22.6771,120.30659
22.63225,120.29286
22.6673,120.30317
22.62389,120.30124
22.6448,120.31471
22.64826,120.30313
22.64899,120.31024
22.63998,120.31376
22.6418,120.32105
25.02605,121.5436
25.02565,121.54357
25.02429,121.54124
25.02351,121.54282
25.02153,121.54299
25.02429,121.54328
25.02253,121.54326
25.02112,121.53407
25.01894,121.53361
25.01986,121.52982
25.01717,121.53202
25.01927,121.52989
25.02035,121.54645
25.01895,121.53156
25.02446,121.54671
25.02093,121.5331
25.01385,121.53549
25.01244,121.53661
25.01451,121.54142
25.01295,121.53973
25.01137,121.54062
25.01182,121.54165
25.01426,121.54382
25.01234,121.54503
25.0136,121.54656
25.01537,121.54698
25.01637,121.54535
25.01664,121.5452
25.01576,121.54291
25.01787,121.5476
25.02032,121.54497
25.02076,121.54432
25.02101,121.54284
25.02104,121.54081
25.0222,121.53626
25.02218,121.53474
25.01727,121.54471
25.02286,121.54662
25.02164,121.54704
25.02147,121.54407
25.01374,121.53068
25.0147,121.53191
25.01453,121.53437
25.01507,121.53383
25.02543,121.54332
25.01976,121.53384
25.01491,121.53438
25.02193,121.53165
25.01922,121.54195
25.01616,121.54251
25.02157,121.53633
25.01846,121.5376
25.01345,121.53798
25.0169,121.54031
25.02112,121.53591
25.01754,121.54398
25.0189,121.536
25.01857,121.54247
25.01391,121.52895
25.01857,121.54059
25.01548,121.53825
25.01761,121.53995
25.01804,121.53928
25.01493,121.53044
25.01881,121.53868
25.01539,121.53686
25.01525,121.53009
25.01547,121.53436
25.01987,121.54175
25.01561,121.53583
25.01408,121.53759
25.01941,121.5404
25.01355,121.53673
25.01729,121.54531
25.01704,121.53888
25.0198,121.53583
25.01566,121.53786
25.02036,121.53992
25.01698,121.53455
25.01627,121.53535
25.01703,121.53781
25.01793,121.53585
25.01839,121.53404
25.02074,121.53906
25.0196,121.53846
25.01411,121.52997
25.01761,121.53844
25.01666,121.53718
25.01511,121.53786
25.01466,121.52917
25.01595,121.53791
25.01699,121.53574
25.02053,121.54145
25.01995,121.54347
25.01791,121.54242
25.01937,121.53902
25.01603,121.53635
25.01337,121.53909
25.02108,121.53783
25.019,121.54305
22.63035,120.30175
22.63118,120.3031
22.63213,120.30212
22.63416,120.30945
22.59675,120.30825
22.5976,120.31418
22.59673,120.3157
22.58723,120.31874
22.67604,120.30631
22.63422,120.30209
22.63565,120.30219
22.62399,120.30346
22.63601,120.31219
22.63041,120.31771
22.63235,120.31097
22.67424,120.30936
22.67316,120.30478
22.66827,120.31163
22.6834,120.31839
22.67312,120.30957
22.67102,120.3137
22.58341,120.31735
22.5838,120.32214
22.58064,120.32795
22.57187,120.33082
22.57336,120.3222
22.58441,120.33454
22.62572,120.29765
22.63791,120.30047
22.63798,120.2975
22.63773,120.30137
22.6351,120.29377
22.63499,120.28741
22.63392,120.28585
22.64712,120.29153
22.63749,120.31052
22.63073,120.31292
22.63069,120.30977
22.63131,120.29409
22.61065,120.30084
22.63601,120.31803
22.68481,120.32105
22.68425,120.31596
22.60673,120.31428
22.68754,120.31303
22.67088,120.31805
22.67963,120.30897
22.64287,120.29939
22.63902,120.28607
22.63658,120.2919
22.56976,120.35799
22.68831,120.3164
22.68965,120.31123
22.62418,120.30883
22.62717,120.30575
22.66035,120.30322
22.65863,120.30905
22.66107,120.30909
22.66398,120.31172
22.66579,120.30434
22.60619,120.30765
22.60659,120.30799
22.60744,120.30784
22.61017,120.31735
22.66536,120.30713
22.67071,120.31059
22.66881,120.31365
22.6396,120.29472
22.68507,120.31407
22.68437,120.31128
22.65929,120.31156
22.60585,120.3374
22.64331,120.31648
22.64264,120.31147
22.6341,120.29167
22.62561,120.29516
22.63168,120.2977
22.62977,120.2975
22.6828,120.3032
22.6828,120.29241
22.6159,120.31059
22.61641,120.31578
22.61155,120.31779
22.6043,120.30373
22.60892,120.32972
22.6017,120.32528
22.56413,120.3546
22.5638,120.35461
22.56417,120.34968
25.01471,121.22195
25.01696,121.21273
24.9288,121.2809
24.9288,121.25463
24.86728,121.2845
25.03723,121.25342
25.02973,121.47236
25.01795,121.47938
25.01776,121.45831
25.01856,121.46751
25.08584,121.47374
25.02799,121.29666
25.0051,121.2234
25.00643,121.21642
24.906,121.19046
24.92763,121.25293
