WKT,行政區,場所名稱,場所地址,管理單位,連絡電話,場所開放時間,飲水台數,設置地點,緯度,經度,名稱,說明,鄉鎮市區,地址,描述,聯絡電話,開放星期(一),開放時間(一),開放星期(二),開放時間(二),冰,溫,熱,WGS84_X,WGS84_Y
熱: TRUE
WGS84_X: 120.256061
WGS84_Y: 23.183854,麻豆區,興中路211號,進門走到底右轉的茶水間,06-5721165,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.256061,23.183854
"POINT (120.24841 23.18293 0.0)",,,,,,,,,,,麻豆區圖書館,鄉鎮市區: 麻豆區
地址: 興國路11號
描述: 三樓女廁左側
聯絡電話: 06-5729007
開放星期(一): 星期二~星期五
開放時間(一): 08:00~21:00
開放星期(二): 星期六~星期日
開放時間(二): 08:00~17:00
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.248410
WGS84_Y: 23.182930,麻豆區,興國路11號,三樓女廁左側,06-5729007,星期二~星期五,08:00~21:00,星期六~星期日,08:00~17:00,TRUE,TRUE,TRUE,120.248410,23.182930
"POINT (120.248902 23.190213 0.0)",,,,,,,,,,,交通部公路總局嘉義區監理所麻豆監理站,鄉鎮市區: 麻豆區
地址: 新生北路551號
描述: 服務台右邊
聯絡電話: 06-5723181
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.248902
WGS84_Y: 23.190213,麻豆區,新生北路551號,服務台右邊,06-5723181,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.248902,23.190213
"POINT (120.23284 23.17987 0.0)",,,,,,,,,,,麻豆新樓醫院,鄉鎮市區: 麻豆區
地址: 20號
描述: 醫療大樓二樓門診24診前
聯絡電話: 06-5702228
開放星期(一): 星期一~星期日
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.232840
WGS84_Y: 23.179870,麻豆區,20號,醫療大樓二樓門診24診前,06-5702228,星期一~星期日,08:00~17:00,-,-,FALSE,TRUE,TRUE,120.232840,23.179870
"POINT (120.246346 23.159331 0.0)",,,,,,,,,,,臺南市政府警察局麻豆分局安業派出所,鄉鎮市區: 麻豆區
地址: 安業里112號
描述: 請詢問值班人員
聯絡電話: 06-5722804
開放星期(一): 星期一~星期日
開放時間(一): 07:00~24:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.246346
WGS84_Y: 23.159331,麻豆區,安業里112號,請詢問值班人員,06-5722804,星期一~星期日,07:00~24:00,-,-,TRUE,TRUE,TRUE,120.246346,23.159331
"POINT (120.227708 23.191467 0.0)",,,,,,,,,,,臺南市政府警察局麻豆分局埤頭派出所,鄉鎮市區: 麻豆區
地址: 埤頭里埤頭5號
描述: 請詢問值班人員
聯絡電話: 06-5701654
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.227708
WGS84_Y: 23.191467,麻豆區,埤頭里埤頭5號,請詢問值班人員,06-5701654,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.227708,23.191467
"POINT (120.26707 23.183988 0.0)",,,,,,,,,,,臺南市政府警察局麻豆分局總爺派出所,鄉鎮市區: 麻豆區
地址: 南勢里93號
描述: 請詢問值班人員
聯絡電話: 06-5724310
開放星期(一): 星期一~星期日
開放時間(一): 07:00~24:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.267070
WGS84_Y: 23.183988,麻豆區,南勢里93號,請詢問值班人員,06-5724310,星期一~星期日,07:00~24:00,-,-,TRUE,TRUE,TRUE,120.267070,23.183988
"POINT (120.292871 23.131669 0.0)",,,,,,,,,,,臺南市政府警察局善化分局,鄉鎮市區: 善化區
地址: 興農路461號
描述: 請詢問值班人員
聯絡電話: 06-5811018
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.292871
WGS84_Y: 23.131669,善化區,興農路461號,請詢問值班人員,06-5811018,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.292871,23.131669
"POINT (120.289036 23.127193 0.0)",,,,,,,,,,,臺南市善化戶政事務所善化辦公處,鄉鎮市區: 善化區
地址: 光復路269號
描述: 入口右側飲水機
聯絡電話: 06-5817445
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.289036
WGS84_Y: 23.127193,善化區,光復路269號,入口右側飲水機,06-5817445,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.289036,23.127193
"POINT (120.299926 23.132759 0.0)",,,,,,,,,,,臺南市善化區衛生所,鄉鎮市區: 善化區
地址: 中山路200號
描述: 一樓候診區
聯絡電話: 06-5837035
開放星期(一): 星期一~星期五
開放時間(一): 08:30~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: FALSE
熱: TRUE
WGS84_X: 120.299926
WGS84_Y: 23.132759,善化區,中山路200號,一樓候診區,06-5837035,星期一~星期五,08:30~17:30,-,-,FALSE,FALSE,TRUE,120.299926,23.132759
"POINT (120.300784 23.129986 0.0)",,,,,,,,,,,善化高級中學,鄉鎮市區: 善化區
地址: 大成路195號
描述: -
聯絡電話: 06-5837312
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.300784
WGS84_Y: 23.129986,善化區,大成路195號,-,06-5837312,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.300784,23.129986
"POINT (120.310519 23.123581 0.0)",,,,,,,,,,,祖師廟,鄉鎮市區: 善化區
地址: 小新里11鄰97號
描述: 廟內虎邊
聯絡電話: 06-5830805
開放星期(一): 星期一~星期日
開放時間(一): 06:00~20:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.310519
WGS84_Y: 23.123581,善化區,小新里11鄰97號,廟內虎邊,06-5830805,星期一~星期日,06:00~20:00,-,-,TRUE,TRUE,TRUE,120.310519,23.123581
"POINT (120.319101 23.119073 0.0)",,,,,,,,,,,慈濟善化聯絡處,鄉鎮市區: 善化區
地址: 小新里小新營346號
描述: 一樓值班台
聯絡電話: -
開放星期(一): 星期一~星期日
開放時間(一): 09:00~16:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.319101
WGS84_Y: 23.119073,善化區,小新里小新營346號,一樓值班台,-,星期一~星期日,09:00~16:00,-,-,FALSE,TRUE,TRUE,120.319101,23.119073
"POINT (120.270568 23.117122 0.0)",,,,,,,,,,,臺南市政府消防局第四大隊南科分隊,鄉鎮市區: 善化區
地址: 南科九路20號
描述: 請詢問值班人員
聯絡電話: 06-5052995
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.270568
WGS84_Y: 23.117122,善化區,南科九路20號,請詢問值班人員,06-5052995,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.270568,23.117122
"POINT (120.2892 23.127217 0.0)",,,,,,,,,,,臺南市政府消防局第四大隊善化分隊,鄉鎮市區: 善化區
地址: 光復路267號
描述: 請詢問值班人員
聯絡電話: 06-5817119
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.289200
WGS84_Y: 23.127217,善化區,光復路267號,請詢問值班人員,06-5817119,星期一~星期日,08:00~22:00,-,-,FALSE,TRUE,TRUE,120.289200,23.127217
"POINT (120.29678 23.13242 0.0)",,,,,,,,,,,臺南市善化區公所,鄉鎮市區: 善化區
地址: 建國路190號
描述: 進門走到底右轉茶水間
聯絡電話: 06-5837226
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.296780
WGS84_Y: 23.132420,善化區,建國路190號,進門走到底右轉茶水間,06-5837226,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.296780,23.132420
"POINT (120.307667 23.156459 0.0)",,,,,,,,,,,大同國民小學,鄉鎮市區: 善化區
地址: 六德里200之1號
描述: -
聯絡電話: 06-5837352
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.307667
WGS84_Y: 23.156459,善化區,六德里200之1號,-,06-5837352,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.307667,23.156459
"POINT (120.294915 23.129107 0.0)",,,,,,,,,,,大成國民小學,鄉鎮市區: 善化區
地址: 大成路385號
描述: -
聯絡電話: 06-5837520
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.294915
WGS84_Y: 23.129107,善化區,大成路385號,-,06-5837520,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.294915,23.129107
"POINT (120.308267 23.115749 0.0)",,,,,,,,,,,小新國民小學,鄉鎮市區: 善化區
地址: 小新里97之3號
描述: -
聯絡電話: 06-5837019
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.308267
WGS84_Y: 23.115749,善化區,小新里97之3號,-,06-5837019,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.308267,23.115749
"POINT (120.324653 23.138122 0.0)",,,,,,,,,,,茄拔國民小學,鄉鎮市區: 善化區
地址: 茄拔里280號
描述: -
聯絡電話: 06-5837031
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.324653
WGS84_Y: 23.138122,善化區,茄拔里280號,-,06-5837031,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.324653,23.138122
"POINT (120.288903 23.135755 0.0)",,,,,,,,,,,善化國民小學,鄉鎮市區: 善化區
地址: 進學路63號
描述: -
聯絡電話: 06-5817020
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.288903
WGS84_Y: 23.135755,善化區,進學路63號,-,06-5817020,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.288903,23.135755
"POINT (120.288329 23.153202 0.0)",,,,,,,,,,,善糖國民小學,鄉鎮市區: 善化區
地址: 溪美里245號
描述: -
聯絡電話: 06-5817304
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.288329
WGS84_Y: 23.153202,善化區,溪美里245號,-,06-5817304,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.288329,23.153202
"POINT (120.273312 23.142957 0.0)",,,,,,,,,,,陽明國民小學,鄉鎮市區: 善化區
地址: 胡家里300號
描述: -
聯絡電話: 06-5817165
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.273312
WGS84_Y: 23.142957,善化區,胡家里300號,-,06-5817165,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.273312,23.142957
"POINT (120.287955 23.147105 0.0)",,,,,,,,,,,善化國民中學,鄉鎮市區: 善化區
地址: 溪美里656號
描述: -
聯絡電話: 06-5817043
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.287955
WGS84_Y: 23.147105,善化區,溪美里656號,-,06-5817043,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.287955,23.147105
"POINT (120.29172 23.13218 0.0)",,,,,,,,,,,善化區圖書館,鄉鎮市區: 善化區
地址: 東關里中山路377號三樓
描述: 三樓進門走到底的茶水間
聯絡電話: 06-5810299
開放星期(一): 星期一~星期五
開放時間(一): 08:00~24:00
開放星期(二): 星期六~星期日
開放時間(二): 08:30~17:00
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.291720
WGS84_Y: 23.132180,善化區,東關里中山路377號三樓,三樓進門走到底的茶水間,06-5810299,星期一~星期五,08:00~24:00,星期六~星期日,08:30~17:00,TRUE,TRUE,TRUE,120.291720,23.132180
"POINT (120.29325 23.13199 0.0)",,,,,,,,,,,內政部移民署南區事務大隊臺南市第二服務站,鄉鎮市區: 善化區
地址: 中山路353號1樓
描述: 一樓洽公區
聯絡電話: 06-5817404
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.293250
WGS84_Y: 23.131990,善化區,中山路353號1樓,一樓洽公區,06-5817404,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.293250,23.131990
"POINT (120.287006 23.127668 0.0)",,,,,,,,,,,宏科醫院,鄉鎮市區: 善化區
地址: 三民路1-35號
描述: 一樓候診區
聯絡電話: 06-5818868
開放星期(一): 星期一~星期日
開放時間(一): 08:00~14:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.287006
WGS84_Y: 23.127668,善化區,三民路1-35號,一樓候診區,06-5818868,星期一~星期日,08:00~14:00,-,-,TRUE,TRUE,TRUE,120.287006,23.127668
"POINT (120.29392 23.12794 0.0)",,,,,,,,,,,誼仁診所,鄉鎮市區: 善化區
地址: 中正路387號
描述: 大廳
聯絡電話: 06-5817267
開放星期(一): 星期一~星期日
開放時間(一): 08:00~21:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.293920
WGS84_Y: 23.127940,善化區,中正路387號,大廳,06-5817267,星期一~星期日,08:00~21:00,-,-,FALSE,TRUE,TRUE,120.293920,23.127940
"POINT (120.32224 23.13689 0.0)",,,,,,,,,,,臺南市政府警察局善化分局茄拔派出所,鄉鎮市區: 善化區
地址: 嘉南里茄拔350號
描述: 請詢問值班人員
聯絡電話: 06-5837379
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.322240
WGS84_Y: 23.136890,善化區,嘉南里茄拔350號,請詢問值班人員,06-5837379,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.322240,23.136890
"POINT (120.286889 23.154091 0.0)",,,,,,,,,,,臺南市政府警察局善化分局溪美派出所,鄉鎮市區: 善化區
地址: 溪美里溪尾115號
描述: 請詢問值班人員
聯絡電話: 06-5817981
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.286889
WGS84_Y: 23.154091,善化區,溪美里溪尾115號,請詢問值班人員,06-5817981,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.286889,23.154091
"POINT (120.306551 23.133324 0.0)",,,,,,,,,,,臺鐵善化站,鄉鎮市區: 善化區
地址: 中山路1號
描述: 前往地下道的通廊
聯絡電話: 06-5837301
開放星期(一): 星期一~星期日
開放時間(一): 06:00~23:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.306551
WGS84_Y: 23.133324,善化區,中山路1號,前往地下道的通廊,06-5837301,星期一~星期日,06:00~23:00,-,-,FALSE,TRUE,TRUE,120.306551,23.133324
"POINT (120.305736 23.042067 0.0)",,,,,,,,,,,臺南市政府財政稅務局新化分局,鄉鎮市區: 新化區
地址: 中正路586號
描述: 入口左側飲水機
聯絡電話: 06-5981110
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.305736
WGS84_Y: 23.042067,新化區,中正路586號,入口左側飲水機,06-5981110,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.305736,23.042067
"POINT (120.315481 23.044259 0.0)",,,,,,,,,,,臺南市政府警察局新化分局,鄉鎮市區: 新化區
地址: 中山路91號
描述: 請詢問值班人員
聯絡電話: 06-5902003
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.315481
WGS84_Y: 23.044259,新化區,中山路91號,請詢問值班人員,06-5902003,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.315481,23.044259
"POINT (120.310218 23.032958 0.0)",,,,,,,,,,,臺南市新化戶政事務所新化辦公處,鄉鎮市區: 新化區
地址: 和平街31巷11號
描述: 入口右側飲水機
聯絡電話: 06-5903978
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.310218
WGS84_Y: 23.032958,新化區,和平街31巷11號,入口右側飲水機,06-5903978,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.310218,23.032958
"POINT (120.299394 23.055312 0.0)",,,,,,,,,,,臺南市新化地政事務所,鄉鎮市區: 新化區
地址: 中正路1160號
描述: 入口左側飲水機
聯絡電話: 06-5974823
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.299394
WGS84_Y: 23.055312,新化區,中正路1160號,入口左側飲水機,06-5974823,星期一~星期五,08:00~17:30,-,-,FALSE,TRUE,TRUE,120.299394,23.055312
"POINT (120.30479 23.03445 0.0)",,,,,,,,,,,臺南市新化區衛生所,鄉鎮市區: 新化區
地址: 健康路143號
描述: 大門進來直走
聯絡電話: 06-5906025
開放星期(一): 星期一~星期五
開放時間(一): 08:30~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.304790
WGS84_Y: 23.034450,新化區,健康路143號,大門進來直走,06-5906025,星期一~星期五,08:30~17:30,-,-,FALSE,TRUE,TRUE,120.304790,23.034450
"POINT (120.318661 23.038216 0.0)",,,,,,,,,,,新化高級工業職業學校,鄉鎮市區: 新化區
地址: 東榮里信義路54號
描述: -
聯絡電話: 06-5903994
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.318661
WGS84_Y: 23.038216,新化區,東榮里信義路54號,-,06-5903994,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.318661,23.038216
"POINT (120.31042 23.03908 0.0)",,,,,,,,,,,新化高級中學,鄉鎮市區: 新化區
地址: 忠孝路2號
描述: 進大門直走
聯絡電話: 06-5982065
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: FALSE
WGS84_X: 120.310420
WGS84_Y: 23.039080,新化區,忠孝路2號,進大門直走,06-5982065,星期一~星期五,08:00~17:00,-,-,FALSE,TRUE,FALSE,120.310420,23.039080
"POINT (120.318193 23.038495 0.0)",,,,,,,,,,,臺南大學附屬啟聰學校,鄉鎮市區: 新化區
地址: 信義路52號
描述: -
聯絡電話: 06-5900504
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.318193
WGS84_Y: 23.038495,新化區,信義路52號,-,06-5900504,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.318193,23.038495
"POINT (120.302777 23.034694 0.0)",,,,,,,,,,,臺南市議員林志聰服務處,鄉鎮市區: 新化區
地址: 信義路462號
描述: 服務處內窗戶旁
聯絡電話: 06-5984288
開放星期(一): 星期一~星期五
開放時間(一): 09:00-18:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.302777
WGS84_Y: 23.034694,新化區,信義路462號,服務處內窗戶旁,06-5984288,星期一~星期五,09:00-18:00,-,-,TRUE,TRUE,TRUE,120.302777,23.034694
"POINT (120.384695 23.008889 0.0)",,,,,,,,,,,大坑聖母宮,鄉鎮市區: 新化區
地址: 大坑里5鄰大坑尾65號
描述: 涼亭旁
聯絡電話: 06-5903551
開放星期(一): 星期一~星期日
開放時間(一): 24:00~24:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: FALSE
熱: TRUE
WGS84_X: 120.384695
WGS84_Y: 23.008889,新化區,大坑里5鄰大坑尾65號,涼亭旁,06-5903551,星期一~星期日,24:00~24:00,-,-,TRUE,FALSE,TRUE,120.384695,23.008889
"POINT (120.30961 23.03495 0.0)",,,,,,,,,,,天壇護安宮,鄉鎮市區: 新化區
地址: 東榮里護安街42號
描述: 櫃檯後方
聯絡電話: 06-5905563
開放星期(一): 星期一~星期日
開放時間(一): 05:00~20:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: FALSE
WGS84_X: 120.309610
WGS84_Y: 23.034950,新化區,東榮里護安街42號,櫃檯後方,06-5905563,星期一~星期日,05:00~20:30,-,-,FALSE,TRUE,FALSE,120.309610,23.034950
"POINT (120.336485 23.026863 0.0)",,,,,,,,,,,虎頭埤風景區管理所辦公室,鄉鎮市區: 新化區
地址: 中興路42巷36號
描述: 園區辦公室旁(保健室走道)
聯絡電話: 06-5901325
開放星期(一): 星期一~星期日
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: FALSE
熱: TRUE
WGS84_X: 120.336485
WGS84_Y: 23.026863,新化區,中興路42巷36號,園區辦公室旁(保健室走道),06-5901325,星期一~星期日,08:00~17:00,-,-,TRUE,FALSE,TRUE,120.336485,23.026863
"POINT (120.345576 23.030139 0.0)",,,,,,,,,,,虎頭埤風景區管理所露營區,鄉鎮市區: 新化區
地址: 中興路42巷36號
描述: 露營區內
聯絡電話: 06-5901325
開放星期(一): 星期一~星期日
開放時間(一): 08:00~24:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: FALSE
熱: TRUE
WGS84_X: 120.345576
WGS84_Y: 23.030139,新化區,中興路42巷36號,露營區內,06-5901325,星期一~星期日,08:00~24:00,-,-,TRUE,FALSE,TRUE,120.345576,23.030139
"POINT (120.309557 23.036096 0.0)",,,,,,,,,,,興南汽車客運股份有限公司新化站,鄉鎮市區: 新化區
地址: 中山路80號
描述: -
聯絡電話: 06-5902088
開放星期(一): 星期一~星期日
開放時間(一): 05:30~23:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.309557
WGS84_Y: 23.036096,新化區,中山路80號,-,06-5902088,星期一~星期日,05:30~23:00,-,-,TRUE,TRUE,TRUE,120.309557,23.036096
"POINT (120.316294 23.03827 0.0)",,,,,,,,,,,臺南市政府消防局第四大隊新化分隊,鄉鎮市區: 新化區
地址: 信義路59號
描述: 請詢問值班人員
聯絡電話: 06-5902920
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.316294
WGS84_Y: 23.038270,新化區,信義路59號,請詢問值班人員,06-5902920,星期一~星期日,08:00~22:00,-,-,TRUE,TRUE,TRUE,120.316294,23.038270
"POINT (120.31089 23.03854 0.0)",,,,,,,,,,,臺南市新化區公所,鄉鎮市區: 新化區
地址: 中山路130號
描述: 大門入口處
聯絡電話: 06-5905009
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.310890
WGS84_Y: 23.038540,新化區,中山路130號,大門入口處,06-5905009,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.310890,23.038540
"POINT (120.34869 23.024985 0.0)",,,,,,,,,,,口埤實驗小學,鄉鎮市區: 新化區
地址: 知義里口埤88號
描述: -
聯絡電話: 06-5901445
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.348690
WGS84_Y: 23.024985,新化區,知義里口埤88號,-,06-5901445,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.348690,23.024985
"POINT (120.299203 23.037954 0.0)",,,,,,,,,,,大新國民小學,鄉鎮市區: 新化區
地址: 太平街176號
描述: -
聯絡電話: 06-5982953
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.299203
WGS84_Y: 23.037954,新化區,太平街176號,-,06-5982953,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.299203,23.037954
"POINT (120.302276 23.032832 0.0)",,,,,,,,,,,正新國民小學,鄉鎮市區: 新化區
地址: 正新路97號
描述: -
聯絡電話: 06-5973113
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.302276
WGS84_Y: 23.032832,新化區,正新路97號,-,06-5973113,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.302276,23.032832
"POINT (120.349364 23.068502 0.0)",,,,,,,,,,,那拔國民小學,鄉鎮市區: 新化區
地址: 那拔里54號
描述: -
聯絡電話: 06-5911591
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.349364
WGS84_Y: 23.068502,新化區,那拔里54號,-,06-5911591,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.349364,23.068502
"POINT (120.310672 23.037528 0.0)",,,,,,,,,,,新化國民小學,鄉鎮市區: 新化區
地址: 中山路173號
描述: -
聯絡電話: 06-5902035
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.310672
WGS84_Y: 23.037528,新化區,中山路173號,-,06-5902035,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.310672,23.037528
"POINT (120.312232 23.033401 0.0)",,,,,,,,,,,新化國民中學,鄉鎮市區: 新化區
地址: 中興路722號
描述: -
聯絡電話: 06-5902269
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.312232
WGS84_Y: 23.033401,新化區,中興路722號,-,06-5902269,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.312232,23.033401
"POINT (120.310584 23.03818 0.0)",,,,,,,,,,,新化區圖書館,鄉鎮市區: 新化區
地址: 中山路132號
描述: 入口左側樓梯旁
聯絡電話: 06-5902685
開放星期(一): 星期二~星期日
